ERI Job Id,Position,Database,Category,No. of Incumbents,Mean,10th Percentile,25th Percentile,Median,75th Percentile,90th Percentile,Rate of Error
4002,Accounting Clerk,Survey Participant Databases,Incentive/Variable Pay,," 2,246 ", 200 ," 1,114 "," 2,065 "," 4,796 "," 7,424 ",
4002,Accounting Clerk,Survey Participant Databases,Total Direct Annual Compensation,852," 49,143 "," 22,099 "," 35,405 "," 49,241 "," 82,527 "," 114,544 ",0.7
4003,Administrative Assistant,Public Databases,Annual Salary,," 46,288 "," 30,303 "," 36,174 "," 45,650 "," 58,875 "," 66,810 ",
4003,Administrative Assistant,Public Databases,Incentive/Variable Pay,,  , 581 , 726 , 876 ," 1,084 "," 1,282 ",
4003,Administrative Assistant,Public Databases,Total Direct Annual Compensation,," 46,288 "," 30,884 "," 36,900 "," 46,526 "," 59,959 "," 68,092 ",
4003,Administrative Assistant,ERI Assessor Databases,Annual Salary,," 49,029 "," 41,013 "," 44,421 "," 48,288 "," 53,306 "," 57,736 ",
4003,Administrative Assistant,ERI Assessor Databases,Incentive/Variable Pay,, 989 , 832 , 901 , 979 ," 1,080 "," 1,170 ",
4003,Administrative Assistant,ERI Assessor Databases,Total Direct Annual Compensation,," 50,018 "," 41,845 "," 45,322 "," 49,267 "," 54,386 "," 58,906 ",
4003,Administrative Assistant,Survey Participant Databases,Annual Salary,," 44,672 "," 15,532 "," 28,795 "," 42,586 "," 75,905 "," 107,954 ",
4003,Administrative Assistant,Survey Participant Databases,Incentive/Variable Pay,," 2,348 ", 104 , 968 ," 1,866 "," 6,776 "," 11,498 ",
4003,Administrative Assistant,Survey Participant Databases,Total Direct Annual Compensation,"3,244"," 47,020 "," 15,636 "," 29,763 "," 44,452 "," 82,681 "," 119,452 ",0.4
4013,Carpenter (Gen/Maint),Public Databases,Annual Salary,," 61,669 "," 39,815 "," 47,964 "," 60,878 "," 78,962 "," 89,813 ",
4013,Carpenter (Gen/Maint),Public Databases,Incentive/Variable Pay,," 1,875 "," 1,238 "," 1,559 "," 1,893 "," 2,352 "," 2,793 ",
4013,Carpenter (Gen/Maint),Public Databases,Total Direct Annual Compensation,," 63,544 "," 41,053 "," 49,523 "," 62,771 "," 81,314 "," 92,606 ",0.4
4013,Carpenter (Gen/Maint),ERI Assessor Databases,Annual Salary,," 59,561 "," 50,503 "," 54,357 "," 58,725 "," 64,403 "," 69,412 ",
4013,Carpenter (Gen/Maint),ERI Assessor Databases,Incentive/Variable Pay,," 1,042 ", 888 , 955 ," 1,031 "," 1,132 "," 1,220 ",
4013,Carpenter (Gen/Maint),ERI Assessor Databases,Total Direct Annual Compensation,," 60,603 "," 51,391 "," 55,312 "," 59,756 "," 65,535 "," 70,632 ",
4013,Carpenter (Gen/Maint),Survey Participant Databases,Annual Salary,," 61,808 "," 39,520 "," 47,678 "," 56,160 "," 92,852 "," 128,144 ",
4013,Carpenter (Gen/Maint),Survey Participant Databases,Incentive/Variable Pay,, 282 , 100 , 149 , 200 , 941 ," 1,654 ",
4013,Carpenter (Gen/Maint),Survey Participant Databases,Total Direct Annual Compensation,130," 62,090 "," 39,620 "," 47,827 "," 56,360 "," 93,793 "," 129,798 ",2.2
4014,Cashier,Public Databases,Annual Salary,," 33,423 "," 23,183 "," 27,229 "," 32,913 "," 40,222 "," 44,607 ",
4014,Cashier,Public Databases,Incentive/Variable Pay,,  ," 2,105 "," 2,538 "," 2,989 "," 3,530 "," 4,050 ",
4014,Cashier,Public Databases,Total Direct Annual Compensation,," 33,423 "," 25,288 "," 29,767 "," 35,902 "," 43,752 "," 48,657 ",
4014,Cashier,ERI Assessor Databases,Annual Salary,," 28,768 "," 23,678 "," 25,808 "," 28,228 "," 31,364 "," 34,134 ",
4014,Cashier,ERI Assessor Databases,Incentive/Variable Pay,, 231 , 192 , 210 , 229 , 254 , 277 ,
4014,Cashier,ERI Assessor Databases,Total Direct Annual Compensation,," 28,999 "," 23,870 "," 26,018 "," 28,457 "," 31,618 "," 34,411 ",
4014,Cashier,Survey Participant Databases,Annual Salary,," 25,639 "," 16,861 "," 20,474 "," 24,231 "," 39,979 "," 55,125 ",
4014,Cashier,Survey Participant Databases,Incentive/Variable Pay,,  ,  ,  ,  ,  ,  ,
4014,Cashier,Survey Participant Databases,Total Direct Annual Compensation,93," 25,639 "," 16,861 "," 20,474 "," 24,231 "," 39,979 "," 55,125 ",2.4
4017,Chemist,Public Databases,Annual Salary,," 99,903 "," 61,640 "," 75,913 "," 98,724 "," 130,374 "," 149,364 ",
4017,Chemist,Public Databases,Incentive/Variable Pay,," 2,749 "," 1,725 "," 2,235 "," 2,764 "," 3,487 "," 4,182 ",
4017,Chemist,Public Databases,Total Direct Annual Compensation,," 102,652 "," 63,365 "," 78,148 "," 101,488 "," 133,861 "," 153,546 ",0.8
4017,Chemist,ERI Assessor Databases,Annual Salary,," 88,267 "," 73,196 "," 79,731 "," 87,138 "," 96,768 "," 105,263 ",
4017,Chemist,ERI Assessor Databases,Incentive/Variable Pay,," 2,295 "," 1,908 "," 2,078 "," 2,272 "," 2,523 "," 2,744 ",
4017,Chemist,ERI Assessor Databases,Total Direct Annual Compensation,," 90,562 "," 75,104 "," 81,809 "," 89,410 "," 99,291 "," 108,007 ",
4017,Chemist,Survey Participant Databases,Annual Salary,," 86,101 "," 40,046 "," 62,571 "," 85,990 "," 118,138 "," 149,058 ",
4017,Chemist,Survey Participant Databases,Incentive/Variable Pay,, 973 , 134 , 380 , 635 ," 2,503 "," 4,299 ",
4017,Chemist,Survey Participant Databases,Total Direct Annual Compensation,61," 87,074 "," 40,180 "," 62,951 "," 86,625 "," 120,641 "," 153,357 ",3.9
4029,Electrical Engineer,Public Databases,Annual Salary,," 123,909 "," 75,059 "," 93,445 "," 122,490 "," 162,300 "," 186,185 ",
4029,Electrical Engineer,Public Databases,Incentive/Variable Pay,,  ," 2,769 "," 3,628 "," 4,520 "," 5,718 "," 6,870 ",
4029,Electrical Engineer,Public Databases,Total Direct Annual Compensation,," 123,909 "," 77,828 "," 97,073 "," 127,010 "," 168,018 "," 193,055 ",
4029,Electrical Engineer,ERI Assessor Databases,Annual Salary,," 123,860 "," 102,621 "," 111,869 "," 122,368 "," 135,980 "," 148,001 ",
4029,Electrical Engineer,ERI Assessor Databases,Incentive/Variable Pay,," 2,833 "," 2,356 "," 2,566 "," 2,804 "," 3,114 "," 3,388 ",
4029,Electrical Engineer,ERI Assessor Databases,Total Direct Annual Compensation,," 126,693 "," 104,977 "," 114,435 "," 125,172 "," 139,094 "," 151,389 ",
4029,Electrical Engineer,Survey Participant Databases,Annual Salary,," 124,040 "," 52,085 "," 86,356 "," 121,987 "," 221,305 "," 316,834 ",
4029,Electrical Engineer,Survey Participant Databases,Incentive/Variable Pay,," 6,586 ", 639 ," 3,075 "," 5,607 "," 23,205 "," 40,132 ",
4029,Electrical Engineer,Survey Participant Databases,Total Direct Annual Compensation,"4,578"," 130,626 "," 52,724 "," 89,431 "," 127,594 "," 244,510 "," 356,966 ",0.3
4037,Forklift Operator,Public Databases,Annual Salary,," 39,148 "," 26,673 "," 31,214 "," 38,579 "," 48,564 "," 54,556 ",
4037,Forklift Operator,Public Databases,Incentive/Variable Pay,,  , 397 , 484 , 575 , 696 , 812 ,
4037,Forklift Operator,Public Databases,Total Direct Annual Compensation,," 39,148 "," 27,070 "," 31,698 "," 39,154 "," 49,260 "," 55,368 ",
4037,Forklift Operator,ERI Assessor Databases,Annual Salary,," 40,365 "," 34,380 "," 36,870 "," 39,716 "," 43,363 "," 46,601 ",
4037,Forklift Operator,ERI Assessor Databases,Incentive/Variable Pay,, 610 , 526 , 562 , 604 , 659 , 706 ,
4037,Forklift Operator,ERI Assessor Databases,Total Direct Annual Compensation,," 40,975 "," 34,906 "," 37,432 "," 40,320 "," 44,022 "," 47,307 ",
4037,Forklift Operator,Survey Participant Databases,Annual Salary,," 41,739 "," 21,551 "," 31,070 "," 40,967 "," 62,446 "," 83,106 ",
4037,Forklift Operator,Survey Participant Databases,Incentive/Variable Pay,, 968 , 103 , 287 , 478 ," 16,535 "," 31,979 ",
4037,Forklift Operator,Survey Participant Databases,Total Direct Annual Compensation,"3,060"," 42,707 "," 21,654 "," 31,357 "," 41,445 "," 78,981 "," 115,085 ",0.3
4042,Janitor,Public Databases,Annual Salary,," 34,391 "," 24,017 "," 27,763 "," 33,870 "," 41,939 "," 46,781 ",
4042,Janitor,Public Databases,Incentive/Variable Pay,,  , 273 , 329 , 386 , 461 , 533 ,
4042,Janitor,Public Databases,Total Direct Annual Compensation,," 34,391 "," 24,290 "," 28,092 "," 34,256 "," 42,400 "," 47,314 ",
4042,Janitor,ERI Assessor Databases,Annual Salary,," 32,649 "," 28,205 "," 30,020 "," 32,081 "," 34,752 "," 37,110 ",
4042,Janitor,ERI Assessor Databases,Incentive/Variable Pay,, 268 , 234 , 250 , 266 , 288 , 307 ,
4042,Janitor,ERI Assessor Databases,Total Direct Annual Compensation,," 32,917 "," 28,439 "," 30,270 "," 32,347 "," 35,040 "," 37,417 ",
4042,Janitor,Survey Participant Databases,Annual Salary,," 32,512 "," 16,669 "," 23,801 "," 31,215 "," 49,468 "," 67,026 ",
4042,Janitor,Survey Participant Databases,Incentive/Variable Pay,, 668 , 110 , 238 , 371 ," 2,554 "," 4,653 ",
4042,Janitor,Survey Participant Databases,Total Direct Annual Compensation,979," 33,180 "," 16,779 "," 24,039 "," 31,586 "," 52,022 "," 71,679 ",0.7
4051,Maintenance Worker,Public Databases,Annual Salary,," 44,229 "," 28,932 "," 34,526 "," 43,612 "," 56,311 "," 63,930 ",
4051,Maintenance Worker,Public Databases,Incentive/Variable Pay,,  , 445 , 556 , 672 , 831 , 984 ,
4051,Maintenance Worker,Public Databases,Total Direct Annual Compensation,," 44,229 "," 29,377 "," 35,082 "," 44,284 "," 57,142 "," 64,914 ",
4051,Maintenance Worker,ERI Assessor Databases,Annual Salary,," 54,886 "," 47,474 "," 50,570 "," 54,095 "," 58,642 "," 62,667 ",
4051,Maintenance Worker,ERI Assessor Databases,Incentive/Variable Pay,, 837 , 730 , 776 , 829 , 898 , 957 ,
4051,Maintenance Worker,ERI Assessor Databases,Total Direct Annual Compensation,," 55,723 "," 48,204 "," 51,346 "," 54,924 "," 59,540 "," 63,624 ",
4051,Maintenance Worker,Survey Participant Databases,Annual Salary,," 48,087 "," 24,524 "," 33,522 "," 42,876 "," 82,169 "," 119,962 ",
4051,Maintenance Worker,Survey Participant Databases,Incentive/Variable Pay,," 2,760 ", 112 ," 1,124 "," 2,177 "," 6,265 "," 10,197 ",
4051,Maintenance Worker,Survey Participant Databases,Total Direct Annual Compensation,395," 50,847 "," 24,636 "," 34,646 "," 45,053 "," 88,434 "," 130,159 ",1.6
4054,Materials Handler,Public Databases,Annual Salary,," 42,082 "," 28,831 "," 33,660 "," 41,486 "," 52,040 "," 58,374 ",
4054,Materials Handler,Public Databases,Incentive/Variable Pay,,  , 438 , 533 , 631 , 761 , 887 ,
4054,Materials Handler,Public Databases,Total Direct Annual Compensation,," 42,082 "," 29,269 "," 34,193 "," 42,117 "," 52,801 "," 59,261 ",
4054,Materials Handler,ERI Assessor Databases,Annual Salary,," 38,228 "," 32,539 "," 34,900 "," 37,601 "," 41,056 "," 44,127 ",
4054,Materials Handler,ERI Assessor Databases,Incentive/Variable Pay,, 496 , 427 , 457 , 491 , 535 , 574 ,
4054,Materials Handler,ERI Assessor Databases,Total Direct Annual Compensation,," 38,724 "," 32,966 "," 35,357 "," 38,092 "," 41,591 "," 44,701 ",
4054,Materials Handler,Survey Participant Databases,Annual Salary,," 37,296 "," 15,707 "," 26,597 "," 37,920 "," 56,657 "," 74,679 ",
4054,Materials Handler,Survey Participant Databases,Incentive/Variable Pay,," 1,333 ", 104 , 675 ," 1,271 "," 4,399 "," 7,407 ",
4054,Materials Handler,Survey Participant Databases,Total Direct Annual Compensation,"4,173"," 38,629 "," 15,811 "," 27,272 "," 39,191 "," 61,056 "," 82,086 ",0.4
4059,Office Manager,Public Databases,Annual Salary,," 71,625 "," 45,567 "," 55,302 "," 70,736 "," 92,373 "," 105,355 ",
4059,Office Manager,Public Databases,Incentive/Variable Pay,,  ," 1,444 "," 1,836 "," 2,242 "," 2,802 "," 3,339 ",
4059,Office Manager,Public Databases,Total Direct Annual Compensation,," 71,625 "," 47,011 "," 57,138 "," 72,978 "," 95,175 "," 108,694 ",
4059,Office Manager,ERI Assessor Databases,Annual Salary,," 67,548 "," 55,793 "," 60,859 "," 66,619 "," 74,070 "," 80,657 ",
4059,Office Manager,ERI Assessor Databases,Incentive/Variable Pay,," 2,685 "," 2,233 "," 2,432 "," 2,658 "," 2,953 "," 3,212 ",
4059,Office Manager,ERI Assessor Databases,Total Direct Annual Compensation,," 70,233 "," 58,026 "," 63,291 "," 69,277 "," 77,023 "," 83,869 ",
4059,Office Manager,Survey Participant Databases,Annual Salary,," 67,246 "," 25,708 "," 43,644 "," 62,292 "," 125,044 "," 185,400 ",
4059,Office Manager,Survey Participant Databases,Incentive/Variable Pay,," 4,598 ", 103 ," 2,491 "," 4,975 "," 8,956 "," 12,786 ",
4059,Office Manager,Survey Participant Databases,Total Direct Annual Compensation,435," 71,844 "," 25,811 "," 46,135 "," 67,267 "," 134,000 "," 198,186 ",1.7
4064,Personnel Analyst,Public Databases,Annual Salary,," 71,505 "," 44,666 "," 54,726 "," 70,615 "," 92,839 "," 106,172 ",
4064,Personnel Analyst,Public Databases,Incentive/Variable Pay,,  ," 1,572 "," 2,020 "," 2,486 "," 3,124 "," 3,737 ",
4064,Personnel Analyst,Public Databases,Total Direct Annual Compensation,," 71,505 "," 46,238 "," 56,746 "," 73,101 "," 95,963 "," 109,909 ",
4064,Personnel Analyst,ERI Assessor Databases,Annual Salary,," 75,578 "," 63,386 "," 68,628 "," 74,572 "," 82,297 "," 89,113 ",
4064,Personnel Analyst,ERI Assessor Databases,Incentive/Variable Pay,," 1,798 "," 1,513 "," 1,638 "," 1,780 "," 1,966 "," 2,127 ",
4064,Personnel Analyst,ERI Assessor Databases,Total Direct Annual Compensation,," 77,376 "," 64,899 "," 70,266 "," 76,352 "," 84,263 "," 91,240 ",
4064,Personnel Analyst,Survey Participant Databases,Annual Salary,," 90,040 "," 34,533 "," 63,073 "," 92,745 "," 134,610 "," 174,877 ",
4064,Personnel Analyst,Survey Participant Databases,Incentive/Variable Pay,," 3,675 ", 103 ," 1,218 "," 2,378 "," 18,821 "," 34,635 ",
4064,Personnel Analyst,Survey Participant Databases,Total Direct Annual Compensation,910," 93,715 "," 34,636 "," 64,291 "," 95,123 "," 153,431 "," 209,512 ",1
4084,Systems Analyst,Public Databases,Annual Salary,," 95,044 "," 58,328 "," 72,145 "," 93,916 "," 124,163 "," 142,310 ",
4084,Systems Analyst,Public Databases,Incentive/Variable Pay,,  ," 2,204 "," 2,864 "," 3,550 "," 4,482 "," 5,379 ",
4084,Systems Analyst,Public Databases,Total Direct Annual Compensation,," 95,044 "," 60,532 "," 75,009 "," 97,466 "," 128,645 "," 147,689 ",
4084,Systems Analyst,ERI Assessor Databases,Annual Salary,," 96,454 "," 80,795 "," 87,558 "," 95,238 "," 105,188 "," 113,979 ",
4084,Systems Analyst,ERI Assessor Databases,Incentive/Variable Pay,," 3,039 "," 2,557 "," 2,768 "," 3,008 "," 3,320 "," 3,595 ",
4084,Systems Analyst,ERI Assessor Databases,Total Direct Annual Compensation,," 99,493 "," 83,352 "," 90,326 "," 98,246 "," 108,508 "," 117,574 ",
4084,Systems Analyst,Survey Participant Databases,Annual Salary,," 85,810 "," 32,201 "," 57,046 "," 82,877 "," 120,226 "," 156,150 ",
4084,Systems Analyst,Survey Participant Databases,Incentive/Variable Pay,," 6,873 ", 206 ," 3,157 "," 6,226 "," 12,017 "," 17,587 ",
4084,Systems Analyst,Survey Participant Databases,Total Direct Annual Compensation,"1,333"," 92,683 "," 32,407 "," 60,203 "," 89,103 "," 132,243 "," 173,737 ",0.7
4087,Warehouse Worker,Public Databases,Annual Salary,," 43,794 "," 30,276 "," 35,199 "," 43,181 "," 53,850 "," 60,250 ",
4087,Warehouse Worker,Public Databases,Incentive/Variable Pay,,  , 442 , 534 , 630 , 757 , 879 ,
4087,Warehouse Worker,Public Databases,Total Direct Annual Compensation,," 43,794 "," 30,718 "," 35,733 "," 43,811 "," 54,607 "," 61,129 ",
4087,Warehouse Worker,ERI Assessor Databases,Annual Salary,," 34,613 "," 29,599 "," 31,672 "," 34,021 "," 37,076 "," 39,771 ",
4087,Warehouse Worker,ERI Assessor Databases,Incentive/Variable Pay,, 505 , 435 , 465 , 500 , 544 , 585 ,
4087,Warehouse Worker,ERI Assessor Databases,Total Direct Annual Compensation,," 35,118 "," 30,034 "," 32,137 "," 34,521 "," 37,620 "," 40,356 ",
4087,Warehouse Worker,Survey Participant Databases,Annual Salary,," 37,170 "," 19,881 "," 28,457 "," 37,374 "," 64,121 "," 89,846 ",
4087,Warehouse Worker,Survey Participant Databases,Incentive/Variable Pay,," 1,249 ", 115 , 732 ," 1,374 "," 2,096 "," 2,790 ",
4087,Warehouse Worker,Survey Participant Databases,Total Direct Annual Compensation,"3,458"," 38,419 "," 19,996 "," 29,189 "," 38,748 "," 66,217 "," 92,636 ",0.2
4111,Security Guard,Public Databases,Annual Salary,," 44,059 "," 29,896 "," 35,046 "," 43,438 "," 54,872 "," 61,733 ",
4111,Security Guard,Public Databases,Incentive/Variable Pay,,  , 373 , 457 , 543 , 660 , 771 ,
4111,Security Guard,Public Databases,Total Direct Annual Compensation,," 44,059 "," 30,269 "," 35,503 "," 43,981 "," 55,532 "," 62,504 ",
4111,Security Guard,ERI Assessor Databases,Annual Salary,," 38,372 "," 33,191 "," 35,324 "," 37,746 "," 40,886 "," 43,659 ",
4111,Security Guard,ERI Assessor Databases,Incentive/Variable Pay,, 581 , 506 , 539 , 576 , 624 , 666 ,
4111,Security Guard,ERI Assessor Databases,Total Direct Annual Compensation,," 38,953 "," 33,697 "," 35,863 "," 38,322 "," 41,510 "," 44,325 ",
4111,Security Guard,Survey Participant Databases,Annual Salary,," 41,466 "," 19,030 "," 26,760 "," 34,797 "," 92,662 "," 148,320 ",
4111,Security Guard,Survey Participant Databases,Incentive/Variable Pay,," 2,430 ",  ," 1,596 "," 2,076 "," 5,529 ",  ,
4111,Security Guard,Survey Participant Databases,Total Direct Annual Compensation,"1,198"," 43,896 "," 19,030 "," 28,356 "," 36,873 "," 98,191 "," 148,320 ",1.1
4133,Welder,Public Databases,Annual Salary,," 62,024 "," 40,661 "," 48,518 "," 61,227 "," 79,055 "," 89,752 ",
4133,Welder,Public Databases,Incentive/Variable Pay,,  , 723 , 903 ," 1,090 "," 1,349 "," 1,597 ",
4133,Welder,Public Databases,Total Direct Annual Compensation,," 62,024 "," 41,384 "," 49,421 "," 62,317 "," 80,404 "," 91,349 ",
4133,Welder,ERI Assessor Databases,Annual Salary,," 51,224 "," 42,892 "," 46,440 "," 50,461 "," 55,690 "," 60,302 ",
4133,Welder,ERI Assessor Databases,Incentive/Variable Pay,, 870 , 733 , 793 , 862 , 951 ," 1,030 ",
4133,Welder,ERI Assessor Databases,Total Direct Annual Compensation,," 52,094 "," 43,625 "," 47,233 "," 51,323 "," 56,641 "," 61,332 ",
4133,Welder,Survey Participant Databases,Annual Salary,," 50,019 "," 19,996 "," 34,337 "," 49,246 "," 81,350 "," 112,228 ",
4133,Welder,Survey Participant Databases,Incentive/Variable Pay,," 3,172 ", 115 ," 1,623 "," 3,190 "," 5,187 "," 7,107 ",
4133,Welder,Survey Participant Databases,Total Direct Annual Compensation,"2,942"," 53,191 "," 20,111 "," 35,960 "," 52,436 "," 86,537 "," 119,335 ",0.3
5689,Administrative Clerk,Public Databases,Annual Salary,," 47,863 "," 32,700 "," 38,232 "," 47,209 "," 59,358 "," 66,648 ",
5689,Administrative Clerk,Public Databases,Incentive/Variable Pay,,  , 474 , 577 , 685 , 828 , 966 ,
5689,Administrative Clerk,Public Databases,Total Direct Annual Compensation,," 47,863 "," 33,174 "," 38,809 "," 47,894 "," 60,186 "," 67,614 ",
5689,Administrative Clerk,ERI Assessor Databases,Annual Salary,," 39,787 "," 34,424 "," 36,637 "," 39,148 "," 42,404 "," 45,279 ",
5689,Administrative Clerk,ERI Assessor Databases,Incentive/Variable Pay,, 603 , 525 , 559 , 597 , 646 , 691 ,
5689,Administrative Clerk,ERI Assessor Databases,Total Direct Annual Compensation,," 40,390 "," 34,949 "," 37,196 "," 39,745 "," 43,050 "," 45,970 ",
5689,Administrative Clerk,Survey Participant Databases,Annual Salary,," 38,955 "," 15,894 "," 24,777 "," 34,012 "," 55,606 "," 76,376 ",
5689,Administrative Clerk,Survey Participant Databases,Incentive/Variable Pay,," 1,905 ", 128 ," 1,057 "," 2,023 "," 3,092 "," 4,120 ",
5689,Administrative Clerk,Survey Participant Databases,Total Direct Annual Compensation,516," 40,860 "," 16,022 "," 25,834 "," 36,035 "," 58,698 "," 80,496 ",1.2
5924,Shipping & Receiving Clerk,Public Databases,Annual Salary,," 46,484 "," 30,810 "," 36,537 "," 45,845 "," 58,790 "," 66,556 ",
5924,Shipping & Receiving Clerk,Public Databases,Incentive/Variable Pay,,  , 449 , 557 , 669 , 823 , 971 ,
5924,Shipping & Receiving Clerk,Public Databases,Total Direct Annual Compensation,," 46,484 "," 31,259 "," 37,094 "," 46,514 "," 59,613 "," 67,527 ",
5924,Shipping & Receiving Clerk,ERI Assessor Databases,Annual Salary,," 45,392 "," 39,759 "," 42,072 "," 44,698 "," 48,106 "," 51,113 ",
5924,Shipping & Receiving Clerk,ERI Assessor Databases,Incentive/Variable Pay,, 597 , 525 , 557 , 591 , 635 , 675 ,
5924,Shipping & Receiving Clerk,ERI Assessor Databases,Total Direct Annual Compensation,," 45,989 "," 40,284 "," 42,629 "," 45,289 "," 48,741 "," 51,788 ",
5924,Shipping & Receiving Clerk,Survey Participant Databases,Annual Salary,," 41,387 "," 23,630 "," 30,660 "," 37,967 "," 68,780 "," 98,416 ",
5924,Shipping & Receiving Clerk,Survey Participant Databases,Incentive/Variable Pay,," 2,474 ", 646 ," 1,393 "," 2,169 "," 5,048 "," 7,816 ",
5924,Shipping & Receiving Clerk,Survey Participant Databases,Total Direct Annual Compensation,"1,080"," 43,861 "," 24,276 "," 32,053 "," 40,136 "," 73,828 "," 106,232 ",0.8
7593,Call Center Representative (General Calls),Public Databases,Annual Salary,," 35,822 "," 24,678 "," 28,739 "," 35,288 "," 44,059 "," 49,321 ",
7593,Call Center Representative (General Calls),Public Databases,Incentive/Variable Pay,,  , 429 , 520 , 614 , 738 , 858 ,
7593,Call Center Representative (General Calls),Public Databases,Total Direct Annual Compensation,," 35,822 "," 25,107 "," 29,259 "," 35,902 "," 44,797 "," 50,179 ",
7593,Call Center Representative (General Calls),ERI Assessor Databases,Annual Salary,," 35,193 "," 29,361 "," 31,809 "," 34,617 "," 38,196 "," 41,384 ",
7593,Call Center Representative (General Calls),ERI Assessor Databases,Incentive/Variable Pay,," 4,499 "," 3,795 "," 4,104 "," 4,426 "," 4,907 "," 5,305 ",
7593,Call Center Representative (General Calls),ERI Assessor Databases,Total Direct Annual Compensation,," 39,692 "," 33,156 "," 35,913 "," 39,043 "," 43,103 "," 46,689 ",
7593,Call Center Representative (General Calls),Survey Participant Databases,Annual Salary,," 39,055 "," 24,750 "," 30,042 "," 35,543 "," 52,602 "," 69,010 ",
7593,Call Center Representative (General Calls),Survey Participant Databases,Incentive/Variable Pay,," 1,957 ", 229 , 987 ," 1,776 "," 3,495 "," 5,150 ",
7593,Call Center Representative (General Calls),Survey Participant Databases,Total Direct Annual Compensation,"2,350"," 41,012 "," 24,979 "," 31,029 "," 37,319 "," 56,097 "," 74,160 ",0.6
7601,Retail Store Manager (Experience),Public Databases,Annual Salary,," 86,325 "," 54,996 "," 66,355 "," 85,287 "," 111,750 "," 127,629 ",
7601,Retail Store Manager (Experience),Public Databases,Incentive/Variable Pay,,  ,  ,  ,  ,  ,  ,
7601,Retail Store Manager (Experience),Public Databases,Total Direct Annual Compensation,," 86,325 "," 54,996 "," 66,355 "," 85,287 "," 111,750 "," 127,629 ",
7601,Retail Store Manager (Experience),ERI Assessor Databases,Annual Salary,," 67,576 "," 57,321 "," 61,694 "," 66,652 "," 73,097 "," 78,783 ",
7601,Retail Store Manager (Experience),ERI Assessor Databases,Incentive/Variable Pay,," 6,858 "," 5,839 "," 6,285 "," 6,790 "," 7,447 "," 8,025 ",
7601,Retail Store Manager (Experience),ERI Assessor Databases,Total Direct Annual Compensation,," 74,434 "," 63,160 "," 67,979 "," 73,442 "," 80,544 "," 86,808 ",
7601,Retail Store Manager (Experience),Survey Participant Databases,Annual Salary,," 59,316 "," 35,518 "," 46,990 "," 58,918 "," 81,912 "," 104,030 ",
7601,Retail Store Manager (Experience),Survey Participant Databases,Incentive/Variable Pay,," 8,665 ", 185 ," 2,879 "," 5,680 "," 15,385 "," 24,720 ",
7601,Retail Store Manager (Experience),Survey Participant Databases,Total Direct Annual Compensation,26," 67,981 "," 35,703 "," 49,869 "," 64,598 "," 97,297 "," 128,750 ",5.6
19998,Human Resources Manager,Public Databases,Annual Salary,," 122,874 "," 73,047 "," 92,480 "," 121,466 "," 161,121 "," 184,915 ",
19998,Human Resources Manager,Public Databases,Incentive/Variable Pay,,  ," 5,785 "," 7,665 "," 9,620 "," 12,182 "," 14,645 ",
19998,Human Resources Manager,Public Databases,Total Direct Annual Compensation,," 122,874 "," 78,832 "," 100,145 "," 131,086 "," 173,303 "," 199,560 ",
19998,Human Resources Manager,ERI Assessor Databases,Annual Salary,," 125,929 "," 104,343 "," 113,744 "," 124,417 "," 138,255 "," 150,477 ",
19998,Human Resources Manager,ERI Assessor Databases,Incentive/Variable Pay,," 8,730 "," 7,260 "," 7,908 "," 8,642 "," 9,598 "," 10,440 ",
19998,Human Resources Manager,ERI Assessor Databases,Total Direct Annual Compensation,," 134,659 "," 111,603 "," 121,652 "," 133,059 "," 147,853 "," 160,917 ",
19998,Human Resources Manager,Survey Participant Databases,Annual Salary,," 122,818 "," 37,203 "," 71,986 "," 108,150 "," 209,391 "," 306,769 ",
19998,Human Resources Manager,Survey Participant Databases,Incentive/Variable Pay,," 11,484 ", 445 ," 5,255 "," 10,254 "," 21,781 "," 32,868 ",
19998,Human Resources Manager,Survey Participant Databases,Total Direct Annual Compensation,639," 134,302 "," 37,648 "," 77,241 "," 118,404 "," 231,172 "," 339,637 ",1.7
38796,Truck Mechanic,Public Databases,Annual Salary,," 62,166 "," 40,565 "," 48,629 "," 61,367 "," 79,146 "," 89,812 ",
38796,Truck Mechanic,Public Databases,Incentive/Variable Pay,,  ," 1,310 "," 1,640 "," 1,982 "," 2,450 "," 2,900 ",
38796,Truck Mechanic,Public Databases,Total Direct Annual Compensation,," 62,166 "," 41,875 "," 50,269 "," 63,349 "," 81,596 "," 92,712 ",
38796,Truck Mechanic,ERI Assessor Databases,Annual Salary,," 52,668 "," 44,106 "," 47,754 "," 51,890 "," 57,266 "," 62,009 ",
38796,Truck Mechanic,ERI Assessor Databases,Incentive/Variable Pay,," 5,293 "," 4,454 "," 4,822 "," 5,240 "," 5,782 "," 6,262 ",
38796,Truck Mechanic,ERI Assessor Databases,Total Direct Annual Compensation,," 57,961 "," 48,560 "," 52,576 "," 57,130 "," 63,048 "," 68,271 ",
38796,Truck Mechanic,Survey Participant Databases,Annual Salary,," 57,710 "," 38,633 "," 45,983 "," 53,625 "," 73,289 "," 92,203 ",
38796,Truck Mechanic,Survey Participant Databases,Incentive/Variable Pay,," 2,209 "," 1,419 "," 1,946 "," 2,495 "," 2,666 "," 2,830 ",
